destination,total_time,direct_walk_time
834,14940.0,4256.7768
833,None,4252.428
366,15120.0,2622.0648
364,14340.0,2619.6263999999996
305,6840.0,3398.4708
326,4620.0,3404.2416
837,2700.0,2873.1312
838,5640.0,2876.3772000000004
363,14340.0,3033.27
367,15180.0,3008.6856
842,5580.0,3352.11
843,2700.0,3365.0124
847,2640.0,2421.5688
845,1320.0,3371.2763999999997
844,3060.0,3366.0203999999994
309,2340.0,2538.2219999999998
322,4320.0,2510.0604
793,19080.0,2720.826
173,19080.0,3240.462
365,14580.0,2496.6828
174,4380.0,2526.3324
103,3420.0,2542.8527999999997
175,3180.0,3292.6931999999997
124,1200.0,3299.3916
1254,4860.0,3476.3976
