trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
120,09:38:00,09:38:00,717,15,,
120,09:40:00,09:40:00,2578,16,,
121,09:14:00,09:14:00,2625,1,,
121,09:15:00,09:15:00,200,2,,
121,09:16:00,09:16:00,201,3,,
121,09:17:00,09:17:00,52,4,,
121,09:20:00,09:20:00,202,5,,
121,09:20:00,09:20:00,1258,6,,
121,09:21:00,09:21:00,264,7,,
121,09:21:00,09:21:00,215,8,,
121,09:21:00,09:21:00,214,9,,
121,09:23:00,09:23:00,685,10,,
121,09:24:00,09:24:00,691,11,,
121,09:25:00,09:25:00,844,12,,
121,09:28:00,09:28:00,175,13,,
121,09:32:00,09:32:00,448,14,,
121,09:34:00,09:34:00,443,15,,
121,09:36:00,09:36:00,446,16,,
121,09:38:00,09:38:00,439,17,,
121,09:39:00,09:39:00,445,18,,
121,09:42:00,09:42:00,451,19,,
121,09:46:00,09:46:00,527,20,,
121,09:47:00,09:47:00,530,21,,
121,09:48:00,09:48:00,165,22,,
121,09:50:00,09:50:00,414,23,,
121,09:51:00,09:51:00,1266,24,,
121,09:53:00,09:53:00,406,25,,
121,09:54:00,09:54:00,404,26,,
121,09:56:00,09:56:00,563,27,,
121,09:58:00,09:58:00,139,28,,
121,10:00:00,10:00:00,559,29,,
121,10:02:00,10:02:00,565,30,,
121,10:03:00,10:03:00,567,31,,
121,10:08:00,10:08:00,568,32,,
122,09:14:00,09:14:00,2625,1,,
122,09:15:00,09:15:00,200,2,,
122,09:16:00,09:16:00,201,3,,
122,09:20:00,09:20:00,202,4,,
122,09:20:00,09:20:00,1258,5,,
122,09:21:00,09:21:00,264,6,,
122,09:21:00,09:21:00,215,7,,
122,09:21:00,09:21:00,214,8,,
122,09:23:00,09:23:00,685,9,,
122,09:24:00,09:24:00,691,10,,
122,09:25:00,09:25:00,844,11,,
122,09:28:00,09:28:00,175,12,,
122,09:32:00,09:32:00,448,13,,
122,09:34:00,09:34:00,443,14,,
122,09:36:00,09:36:00,446,15,,
122,09:38:00,09:38:00,439,16,,
122,09:39:00,09:39:00,445,17,,
122,09:42:00,09:42:00,451,18,,
122,09:46:00,09:46:00,527,19,,
122,09:47:00,09:47:00,530,20,,
122,09:48:00,09:48:00,165,21,,
122,09:50:00,09:50:00,414,22,,
122,09:51:00,09:51:00,1266,23,,
122,09:53:00,09:53:00,406,24,,
122,09:54:00,09:54:00,404,25,,
122,09:56:00,09:56:00,563,26,,
122,09:58:00,09:58:00,139,27,,
122,10:00:00,10:00:00,559,28,,
122,10:02:00,10:02:00,565,29,,
122,10:03:00,10:03:00,567,30,,
122,10:08:00,10:08:00,568,31,,
123,09:18:00,09:18:00,55,1,,
123,09:18:00,09:18:00,193,2,,
123,09:21:00,09:21:00,194,3,,
123,09:21:00,09:21:00,195,4,,
123,09:22:00,09:22:00,675,5,,
123,09:23:00,09:23:00,197,6,,
123,09:24:00,09:24:00,198,7,,
123,09:26:00,09:26:00,1247,8,,
123,09:27:00,09:27:00,2620,9,,
123,09:27:00,09:27:00,252,10,,
123,09:29:00,09:29:00,251,11,,
123,09:31:00,09:31:00,235,12,,
123,09:31:00,09:31:00,249,13,,
123,09:33:00,09:33:00,238,14,,
123,09:34:00,09:34:00,301,15,,
123,09:34:00,09:34:00,245,16,,
123,09:36:00,09:36:00,244,17,,
123,09:37:00,09:37:00,243,18,,
123,09:38:00,09:38:00,56,19,,
124,09:23:00,09:23:00,2640,1,,
124,09:25:00,09:25:00,268,2,,
124,09:26:00,09:26:00,269,3,,
124,09:27:00,09:27:00,2564,4,,
124,09:28:00,09:28:00,1250,5,,
124,09:30:00,09:30:00,254,6,,
124,09:31:00,09:31:00,2611,7,,
124,09:33:00,09:33:00,1247,8,,
124,09:36:00,09:36:00,2616,9,,
124,09:36:00,09:36:00,200,10,,
124,09:37:00,09:37:00,201,11,,
124,09:39:00,09:39:00,202,12,,
124,09:40:00,09:40:00,1258,13,,
124,09:41:00,09:41:00,203,14,,
124,09:41:00,09:41:00,204,15,,
124,09:44:00,09:44:00,205,16,,
124,09:44:00,09:44:00,206,17,,
124,09:45:00,09:45:00,216,18,,
124,09:45:00,09:45:00,215,19,,
124,09:46:00,09:46:00,214,20,,
124,09:48:00,09:48:00,685,21,,
124,09:49:00,09:49:00,1260,22,,
124,09:51:00,09:51:00,1254,23,,
124,09:51:00,09:51:00,124,24,,
125,09:27:00,09:27:00,530,1,,
125,09:28:00,09:28:00,165,2,,
125,09:29:00,09:29:00,414,3,,
125,09:31:00,09:31:00,1266,4,,
125,09:33:00,09:33:00,406,5,,
125,09:34:00,09:34:00,404,6,,
125,09:35:00,09:35:00,563,7,,
125,09:37:00,09:37:00,139,8,,
125,09:39:00,09:39:00,559,9,,
125,09:40:00,09:40:00,565,10,,
125,09:42:00,09:42:00,568,11,,
125,09:43:00,09:43:00,566,12,,
125,09:52:00,09:52:00,607,13,,
126,09:28:00,09:28:00,257,1,,
126,09:28:00,09:28:00,281,2,,
126,09:29:00,09:29:00,2615,3,,
126,09:30:00,09:30:00,279,4,,
126,09:32:00,09:32:00,278,5,,
126,09:33:00,09:33:00,277,6,,
126,09:35:00,09:35:00,276,7,,
126,09:38:00,09:38:00,275,8,,
126,09:38:00,09:38:00,1259,9,,
126,09:39:00,09:39:00,221,10,,
126,09:39:00,09:39:00,222,11,,
126,09:41:00,09:41:00,1247,12,,
126,09:44:00,09:44:00,2618,13,,
126,09:47:00,09:47:00,2612,14,,
126,09:47:00,09:47:00,231,15,,
126,09:48:00,09:48:00,681,16,,
126,09:48:00,09:48:00,2565,17,,
126,09:49:00,09:49:00,229,18,,
126,09:50:00,09:50:00,55,19,,
127,09:37:00,09:37:00,166,1,,
127,09:38:00,09:38:00,318,2,,
127,09:39:00,09:39:00,319,3,,
127,09:40:00,09:40:00,770,4,,
127,09:40:00,09:40:00,320,5,,
127,09:42:00,09:42:00,321,6,,
127,09:42:00,09:42:00,322,7,,
127,09:43:00,09:43:00,174,8,,
127,09:46:00,09:46:00,324,9,,
127,09:46:00,09:46:00,325,10,,
127,09:47:00,09:47:00,326,11,,
127,09:50:00,09:50:00,327,12,,
127,09:50:00,09:50:00,328,13,,
127,09:51:00,09:51:00,329,14,,
127,09:52:00,09:52:00,240,15,,
127,09:52:00,09:52:00,330,16,,
127,09:53:00,09:53:00,331,17,,
127,09:55:00,09:55:00,332,18,,
127,09:55:00,09:55:00,298,19,,
127,09:59:00,09:59:00,297,20,,
127,10:00:00,10:00:00,234,21,,
127,10:03:00,10:03:00,1247,22,,
127,10:10:00,10:10:00,2657,23,,
127,10:11:00,10:11:00,334,24,,
127,10:13:00,10:13:00,335,25,,
127,10:13:00,10:13:00,336,26,,
127,10:15:00,10:15:00,337,27,,
127,10:15:00,10:15:00,338,28,,
127,10:18:00,10:18:00,339,29,,
127,10:19:00,10:19:00,340,30,,
127,10:19:00,10:19:00,341,31,,
127,10:22:00,10:22:00,342,32,,
127,10:22:00,10:22:00,343,33,,
127,10:23:00,10:23:00,344,34,,
127,10:25:00,10:25:00,345,35,,
127,10:26:00,10:26:00,180,36,,
127,10:28:00,10:28:00,282,37,,
128,09:38:00,09:38:00,56,1,,
128,09:51:00,09:51:00,242,2,,
128,09:53:00,09:53:00,241,3,,
128,09:54:00,09:54:00,240,4,,
128,09:54:00,09:54:00,330,5,,
128,09:56:00,09:56:00,247,6,,
128,09:57:00,09:57:00,236,7,,
128,09:59:00,09:59:00,297,8,,
128,10:01:00,10:01:00,234,9,,
128,10:02:00,10:02:00,233,10,,
128,10:03:00,10:03:00,1247,11,,
128,10:10:00,10:10:00,2620,12,,
128,10:11:00,10:11:00,224,13,,
128,10:12:00,10:12:00,225,14,,
128,10:13:00,10:13:00,676,15,,
128,10:15:00,10:15:00,226,16,,
128,10:15:00,10:15:00,227,17,,
128,10:15:00,10:15:00,228,18,,
128,10:16:00,10:16:00,55,19,,
129,09:42:00,09:42:00,2578,1,,
129,09:44:00,09:44:00,716,2,,
129,09:46:00,09:46:00,2580,3,,
129,09:47:00,09:47:00,2583,4,,
129,09:50:00,09:50:00,63,5,,
129,09:52:00,09:52:00,2586,6,,
129,09:54:00,09:54:00,2589,7,,
129,09:55:00,09:55:00,2591,8,,
129,09:56:00,09:56:00,2588,9,,
129,10:02:00,10:02:00,2593,10,,
129,10:04:00,10:04:00,2595,11,,
129,10:06:00,10:06:00,2598,12,,
129,10:08:00,10:08:00,2601,13,,
129,10:09:00,10:09:00,2604,14,,
129,10:10:00,10:10:00,2664,15,,
129,10:12:00,10:12:00,708,16,,
130,09:44:00,09:44:00,282,1,,
130,09:44:00,09:44:00,68,2,,
130,09:46:00,09:46:00,285,3,,
130,09:47:00,09:47:00,286,4,,
130,09:47:00,09:47:00,287,5,,
130,09:49:00,09:49:00,288,6,,
130,09:50:00,09:50:00,289,7,,
130,09:50:00,09:50:00,290,8,,
130,09:52:00,09:52:00,291,9,,
130,09:53:00,09:53:00,292,10,,
130,09:55:00,09:55:00,293,11,,
130,09:56:00,09:56:00,294,12,,
130,09:58:00,09:58:00,295,13,,
130,09:59:00,09:59:00,296,14,,
130,10:03:00,10:03:00,1247,15,,
130,10:10:00,10:10:00,2658,16,,
130,10:12:00,10:12:00,251,17,,
130,10:15:00,10:15:00,250,18,,
130,10:16:00,10:16:00,333,19,,
130,10:18:00,10:18:00,299,20,,
130,10:18:00,10:18:00,300,21,,
130,10:19:00,10:19:00,301,22,,
130,10:19:00,10:19:00,245,23,,
130,10:21:00,10:21:00,302,24,,
130,10:21:00,10:21:00,303,25,,
130,10:24:00,10:24:00,304,26,,
130,10:24:00,10:24:00,305,27,,
130,10:25:00,10:25:00,306,28,,
130,10:27:00,10:27:00,307,29,,
130,10:27:00,10:27:00,103,30,,
130,10:28:00,10:28:00,309,31,,
130,10:29:00,10:29:00,310,32,,
130,10:30:00,10:30:00,311,33,,
130,10:31:00,10:31:00,96,34,,
130,10:32:00,10:32:00,312,35,,
130,10:33:00,10:33:00,313,36,,
130,10:35:00,10:35:00,89,37,,
131,09:44:00,09:44:00,175,1,,
131,09:46:00,09:46:00,369,2,,
131,09:49:00,09:49:00,370,3,,
131,09:50:00,09:50:00,371,4,,
131,09:51:00,09:51:00,373,5,,
131,09:51:00,09:51:00,374,6,,
131,09:52:00,09:52:00,214,7,,
131,09:53:00,09:53:00,211,8,,
131,09:55:00,09:55:00,375,9,,
131,09:56:00,09:56:00,376,10,,
131,09:57:00,09:57:00,377,11,,
131,09:58:00,09:58:00,378,12,,
131,09:59:00,09:59:00,379,13,,
131,10:00:00,10:00:00,380,14,,
131,10:01:00,10:01:00,381,15,,
131,10:03:00,10:03:00,1247,16,,
132,09:45:00,09:45:00,498,1,,
132,09:48:00,09:48:00,546,2,,
132,09:56:00,09:56:00,2494,3,,
132,10:05:00,10:05:00,709,4,,
132,10:07:00,10:07:00,711,5,,
133,09:50:00,09:50:00,2629,1,,
133,09:55:00,09:55:00,250,2,,
133,09:56:00,09:56:00,333,3,,
133,09:59:00,09:59:00,299,4,,
133,09:59:00,09:59:00,300,5,,
133,10:00:00,10:00:00,301,6,,
133,10:00:00,10:00:00,245,7,,
133,10:01:00,10:01:00,302,8,,
133,10:01:00,10:01:00,303,9,,
133,10:03:00,10:03:00,304,10,,
133,10:03:00,10:03:00,842,11,,
133,10:04:00,10:04:00,838,12,,
133,10:05:00,10:05:00,846,13,,
133,10:06:00,10:06:00,836,14,,
133,10:06:00,10:06:00,841,15,,
133,10:07:00,10:07:00,786,16,,
133,10:08:00,10:08:00,774,17,,
133,10:11:00,10:11:00,89,18,,
133,10:12:00,10:12:00,315,19,,
133,10:13:00,10:13:00,72,20,,
133,10:13:00,10:13:00,769,21,,
133,10:14:00,10:14:00,781,22,,
133,10:16:00,10:16:00,776,23,,
133,10:19:00,10:19:00,586,24,,
133,10:20:00,10:20:00,599,25,,
133,10:23:00,10:23:00,130,26,,
134,09:53:00,09:53:00,175,1,,
134,09:55:00,09:55:00,1261,2,,
134,09:56:00,09:56:00,684,3,,
134,09:58:00,09:58:00,209,4,,
134,09:58:00,09:58:00,208,5,,
134,10:00:00,10:00:00,207,6,,
134,10:00:00,10:00:00,217,7,,
134,10:01:00,10:01:00,218,8,,
134,10:03:00,10:03:00,219,9,,
134,10:03:00,10:03:00,220,10,,
134,10:04:00,10:04:00,1259,11,,
134,10:05:00,10:05:00,221,12,,
134,10:06:00,10:06:00,222,13,,
134,10:07:00,10:07:00,1247,14,,
134,10:10:00,10:10:00,2616,15,,
134,10:12:00,10:12:00,2612,16,,
134,10:13:00,10:13:00,254,17,,
134,10:15:00,10:15:00,1251,18,,
134,10:16:00,10:16:00,2564,19,,
134,10:18:00,10:18:00,382,20,,
134,10:23:00,10:23:00,2640,21,,
135,09:56:00,09:56:00,674,1,,
135,09:57:00,09:57:00,256,2,,
135,09:58:00,09:58:00,2566,3,,
135,09:59:00,09:59:00,682,4,,
135,10:00:00,10:00:00,255,5,,
135,10:00:00,10:00:00,2611,6,,
135,10:03:00,10:03:00,1247,7,,
135,10:10:00,10:10:00,2618,8,,
135,10:10:00,10:10:00,200,9,,
135,10:12:00,10:12:00,201,10,,
135,10:13:00,10:13:00,202,11,,
135,10:13:00,10:13:00,1258,12,,
135,10:15:00,10:15:00,264,13,,
135,10:17:00,10:17:00,263,14,,
135,10:18:00,10:18:00,262,15,,
135,10:20:00,10:20:00,261,16,,
135,10:20:00,10:20:00,260,17,,
135,10:21:00,10:21:00,2614,18,,
135,10:21:00,10:21:00,258,19,,
135,10:22:00,10:22:00,257,20,,
136,10:07:00,10:07:00,7,1,,
136,10:12:00,10:12:00,546,2,,
136,10:17:00,10:17:00,2494,3,,
136,10:22:00,10:22:00,709,4,,
136,10:24:00,10:24:00,711,5,,
137,10:10:00,10:10:00,2623,1,,
137,10:11:00,10:11:00,348,2,,
137,10:12:00,10:12:00,349,3,,
137,10:13:00,10:13:00,350,4,,
137,10:14:00,10:14:00,351,5,,
137,10:15:00,10:15:00,352,6,,
137,10:16:00,10:16:00,353,7,,
137,10:17:00,10:17:00,354,8,,
137,10:19:00,10:19:00,212,9,,
137,10:20:00,10:20:00,209,10,,
137,10:21:00,10:21:00,355,11,,
137,10:21:00,10:21:00,356,12,,
137,10:22:00,10:22:00,371,13,,
137,10:23:00,10:23:00,359,14,,
137,10:25:00,10:25:00,361,15,,
137,10:28:00,10:28:00,124,16,,
138,10:18:00,10:18:00,55,1,,
138,10:18:00,10:18:00,193,2,,
138,10:21:00,10:21:00,194,3,,
138,10:21:00,10:21:00,195,4,,
138,10:22:00,10:22:00,675,5,,
138,10:23:00,10:23:00,197,6,,
138,10:24:00,10:24:00,198,7,,
138,10:26:00,10:26:00,1247,8,,
138,10:27:00,10:27:00,2620,9,,
138,10:27:00,10:27:00,252,10,,
138,10:29:00,10:29:00,251,11,,
138,10:31:00,10:31:00,235,12,,
138,10:31:00,10:31:00,249,13,,
138,10:33:00,10:33:00,238,14,,
138,10:34:00,10:34:00,301,15,,
138,10:34:00,10:34:00,245,16,,
138,10:36:00,10:36:00,244,17,,
138,10:37:00,10:37:00,243,18,,
138,10:38:00,10:38:00,56,19,,
139,10:23:00,10:23:00,2640,1,,
139,10:25:00,10:25:00,268,2,,
139,10:26:00,10:26:00,269,3,,
139,10:27:00,10:27:00,2564,4,,
139,10:28:00,10:28:00,1250,5,,
139,10:30:00,10:30:00,254,6,,
139,10:31:00,10:31:00,2611,7,,
139,10:33:00,10:33:00,1247,8,,
140,10:27:00,10:27:00,712,1,,
140,10:30:00,10:30:00,708,2,,
140,10:39:00,10:39:00,109,3,,
140,10:44:00,10:44:00,445,4,,
140,10:53:00,10:53:00,464,5,,
140,10:56:00,10:56:00,527,6,,
140,10:57:00,10:57:00,530,7,,
140,10:58:00,10:58:00,165,8,,
140,10:59:00,10:59:00,414,9,,
140,11:03:00,11:03:00,1266,10,,
140,11:06:00,11:06:00,406,11,,
140,11:07:00,11:07:00,404,12,,
140,11:10:00,11:10:00,563,13,,
140,11:13:00,11:13:00,139,14,,
140,11:14:00,11:14:00,559,15,,
140,11:15:00,11:15:00,565,16,,
140,11:17:00,11:17:00,567,17,,
140,11:18:00,11:18:00,568,18,,
141,10:28:00,10:28:00,257,1,,
141,10:28:00,10:28:00,281,2,,
141,10:29:00,10:29:00,2615,3,,
141,10:30:00,10:30:00,279,4,,
141,10:32:00,10:32:00,278,5,,
141,10:33:00,10:33:00,277,6,,
141,10:35:00,10:35:00,276,7,,
141,10:38:00,10:38:00,275,8,,
141,10:38:00,10:38:00,1259,9,,
141,10:39:00,10:39:00,221,10,,
141,10:39:00,10:39:00,222,11,,
141,10:41:00,10:41:00,1247,12,,
141,10:44:00,10:44:00,2618,13,,
141,10:47:00,10:47:00,2612,14,,
141,10:47:00,10:47:00,231,15,,
141,10:48:00,10:48:00,681,16,,
141,10:48:00,10:48:00,2565,17,,
141,10:49:00,10:49:00,229,18,,
141,10:50:00,10:50:00,55,19,,
142,10:35:00,10:35:00,709,1,,
142,10:37:00,10:37:00,2663,2,,
142,10:38:00,10:38:00,2605,3,,
142,10:39:00,10:39:00,2602,4,,
142,10:41:00,10:41:00,2599,5,,
142,10:43:00,10:43:00,2596,6,,
142,10:45:00,10:45:00,2593,7,,
142,10:51:00,10:51:00,2589,8,,
142,10:52:00,10:52:00,2591,9,,
142,10:53:00,10:53:00,2588,10,,
142,10:57:00,10:57:00,63,11,,
142,10:58:00,10:58:00,2586,12,,
142,11:00:00,11:00:00,2584,13,,
142,11:01:00,11:01:00,2581,14,,
142,11:03:00,11:03:00,717,15,,
142,11:05:00,11:05:00,2578,16,,
143,10:36:00,10:36:00,2616,1,,
143,10:38:00,10:38:00,2612,2,,
143,10:39:00,10:39:00,254,3,,
143,10:41:00,10:41:00,1251,4,,
143,10:42:00,10:42:00,2564,5,,
143,10:44:00,10:44:00,382,6,,
143,10:49:00,10:49:00,2640,7,,
144,10:37:00,10:37:00,166,1,,
144,10:38:00,10:38:00,318,2,,
144,10:39:00,10:39:00,319,3,,
144,10:40:00,10:40:00,770,4,,
144,10:40:00,10:40:00,320,5,,
144,10:42:00,10:42:00,321,6,,
144,10:42:00,10:42:00,322,7,,
144,10:43:00,10:43:00,174,8,,
144,10:46:00,10:46:00,324,9,,
144,10:46:00,10:46:00,325,10,,
144,10:47:00,10:47:00,326,11,,
144,10:50:00,10:50:00,327,12,,
144,10:50:00,10:50:00,328,13,,
144,10:51:00,10:51:00,329,14,,
144,10:52:00,10:52:00,240,15,,
144,10:52:00,10:52:00,330,16,,
144,10:53:00,10:53:00,331,17,,
144,10:55:00,10:55:00,332,18,,
144,10:55:00,10:55:00,298,19,,
144,10:59:00,10:59:00,297,20,,
144,11:00:00,11:00:00,234,21,,
144,11:03:00,11:03:00,1247,22,,
144,11:10:00,11:10:00,2657,23,,
144,11:11:00,11:11:00,334,24,,
144,11:13:00,11:13:00,335,25,,
144,11:13:00,11:13:00,336,26,,
144,11:15:00,11:15:00,337,27,,
144,11:15:00,11:15:00,338,28,,
144,11:18:00,11:18:00,339,29,,
144,11:19:00,11:19:00,340,30,,
144,11:19:00,11:19:00,341,31,,
144,11:22:00,11:22:00,342,32,,
144,11:22:00,11:22:00,343,33,,
144,11:23:00,11:23:00,344,34,,
144,11:25:00,11:25:00,345,35,,
144,11:26:00,11:26:00,180,36,,
144,11:28:00,11:28:00,282,37,,
145,10:38:00,10:38:00,56,1,,
145,10:51:00,10:51:00,242,2,,
145,10:53:00,10:53:00,241,3,,
145,10:54:00,10:54:00,240,4,,
145,10:54:00,10:54:00,330,5,,
145,10:56:00,10:56:00,247,6,,
145,10:57:00,10:57:00,236,7,,
145,10:59:00,10:59:00,297,8,,
145,11:01:00,11:01:00,234,9,,
145,11:02:00,11:02:00,233,10,,
145,11:03:00,11:03:00,1247,11,,
145,11:10:00,11:10:00,2620,12,,
145,11:11:00,11:11:00,224,13,,
145,11:12:00,11:12:00,225,14,,
145,11:13:00,11:13:00,676,15,,
145,11:15:00,11:15:00,226,16,,
145,11:15:00,11:15:00,227,17,,
145,11:15:00,11:15:00,228,18,,
145,11:16:00,11:16:00,55,19,,
146,10:44:00,10:44:00,282,1,,
146,10:44:00,10:44:00,68,2,,
146,10:46:00,10:46:00,285,3,,
146,10:47:00,10:47:00,286,4,,
146,10:47:00,10:47:00,287,5,,
146,10:49:00,10:49:00,288,6,,
146,10:50:00,10:50:00,289,7,,
146,10:50:00,10:50:00,290,8,,
146,10:52:00,10:52:00,291,9,,
146,10:53:00,10:53:00,292,10,,
146,10:55:00,10:55:00,293,11,,
146,10:56:00,10:56:00,294,12,,
146,10:58:00,10:58:00,295,13,,
146,10:59:00,10:59:00,296,14,,
146,11:03:00,11:03:00,1247,15,,
146,11:10:00,11:10:00,2658,16,,
146,11:12:00,11:12:00,251,17,,
146,11:15:00,11:15:00,250,18,,
146,11:16:00,11:16:00,333,19,,
146,11:18:00,11:18:00,299,20,,
146,11:18:00,11:18:00,300,21,,
146,11:19:00,11:19:00,301,22,,
146,11:19:00,11:19:00,245,23,,
146,11:21:00,11:21:00,302,24,,
146,11:21:00,11:21:00,303,25,,
146,11:24:00,11:24:00,304,26,,
146,11:24:00,11:24:00,305,27,,
146,11:25:00,11:25:00,306,28,,
146,11:27:00,11:27:00,307,29,,
146,11:27:00,11:27:00,103,30,,
146,11:28:00,11:28:00,309,31,,
146,11:29:00,11:29:00,310,32,,
146,11:30:00,11:30:00,311,33,,
146,11:31:00,11:31:00,96,34,,
146,11:32:00,11:32:00,312,35,,
146,11:33:00,11:33:00,313,36,,
146,11:35:00,11:35:00,89,37,,
147,10:44:00,10:44:00,175,1,,
147,10:46:00,10:46:00,369,2,,
147,10:49:00,10:49:00,370,3,,
147,10:50:00,10:50:00,371,4,,
147,10:51:00,10:51:00,373,5,,
147,10:51:00,10:51:00,374,6,,
147,10:52:00,10:52:00,214,7,,
147,10:53:00,10:53:00,211,8,,
147,10:55:00,10:55:00,375,9,,
147,10:56:00,10:56:00,376,10,,
147,10:57:00,10:57:00,377,11,,
147,10:58:00,10:58:00,378,12,,
147,10:59:00,10:59:00,379,13,,
147,11:00:00,11:00:00,380,14,,
147,11:01:00,11:01:00,381,15,,
147,11:03:00,11:03:00,1247,16,,
148,10:49:00,10:49:00,2640,1,,
148,10:51:00,10:51:00,268,2,,
148,10:52:00,10:52:00,269,3,,
148,10:53:00,10:53:00,2564,4,,
148,10:54:00,10:54:00,1250,5,,
148,10:56:00,10:56:00,254,6,,
148,10:57:00,10:57:00,2611,7,,
148,10:59:00,10:59:00,1247,8,,
149,10:56:00,10:56:00,674,1,,
149,10:57:00,10:57:00,256,2,,
149,10:58:00,10:58:00,2566,3,,
149,10:59:00,10:59:00,682,4,,
149,11:00:00,11:00:00,255,5,,
149,11:00:00,11:00:00,2611,6,,
149,11:03:00,11:03:00,1247,7,,
149,11:10:00,11:10:00,2618,8,,
149,11:10:00,11:10:00,200,9,,
149,11:12:00,11:12:00,201,10,,
149,11:13:00,11:13:00,202,11,,
149,11:13:00,11:13:00,1258,12,,
149,11:15:00,11:15:00,264,13,,
149,11:17:00,11:17:00,263,14,,
149,11:18:00,11:18:00,262,15,,
149,11:20:00,11:20:00,261,16,,
149,11:20:00,11:20:00,260,17,,
149,11:21:00,11:21:00,2614,18,,
149,11:21:00,11:21:00,258,19,,
149,11:22:00,11:22:00,257,20,,
150,11:06:00,11:06:00,568,1,,
150,11:07:00,11:07:00,566,2,,
150,11:08:00,11:08:00,564,3,,
150,11:10:00,11:10:00,560,4,,
150,11:12:00,11:12:00,158,5,,
150,11:17:00,11:17:00,562,6,,
150,11:18:00,11:18:00,403,7,,
150,11:19:00,11:19:00,405,8,,
150,11:20:00,11:20:00,1267,9,,
150,11:21:00,11:21:00,413,10,,
150,11:23:00,11:23:00,163,11,,
150,11:24:00,11:24:00,529,12,,
150,11:25:00,11:25:00,526,13,,
150,11:29:00,11:29:00,451,14,,
150,11:32:00,11:32:00,444,15,,
150,11:34:00,11:34:00,438,16,,
150,11:36:00,11:36:00,447,17,,
150,11:38:00,11:38:00,442,18,,
150,11:39:00,11:39:00,448,19,,
150,11:45:00,11:45:00,124,20,,
150,11:46:00,11:46:00,845,21,,
150,11:47:00,11:47:00,690,22,,
150,11:48:00,11:48:00,684,23,,
150,11:50:00,11:50:00,209,24,,
150,11:51:00,11:51:00,208,25,,
150,11:53:00,11:53:00,275,26,,
150,11:53:00,11:53:00,1259,27,,
150,11:59:00,11:59:00,221,28,,
150,12:00:00,12:00:00,222,29,,
150,12:02:00,12:02:00,1247,30,,
151,11:10:00,11:10:00,2623,1,,
151,11:11:00,11:11:00,348,2,,
151,11:12:00,11:12:00,349,3,,
151,11:13:00,11:13:00,350,4,,
151,11:14:00,11:14:00,351,5,,
151,11:15:00,11:15:00,352,6,,
151,11:16:00,11:16:00,353,7,,
151,11:17:00,11:17:00,354,8,,
151,11:19:00,11:19:00,212,9,,
151,11:20:00,11:20:00,209,10,,
151,11:21:00,11:21:00,355,11,,
151,11:21:00,11:21:00,356,12,,
151,11:22:00,11:22:00,371,13,,
151,11:23:00,11:23:00,359,14,,
151,11:25:00,11:25:00,361,15,,
151,11:28:00,11:28:00,124,16,,
152,11:10:00,11:10:00,2616,1,,
152,11:12:00,11:12:00,2612,2,,
152,11:13:00,11:13:00,254,3,,
152,11:15:00,11:15:00,1251,4,,
152,11:16:00,11:16:00,2564,5,,
152,11:18:00,11:18:00,382,6,,
152,11:23:00,11:23:00,2640,7,,
153,11:10:00,11:10:00,2578,1,,
153,11:12:00,11:12:00,716,2,,
153,11:14:00,11:14:00,2580,3,,
153,11:15:00,11:15:00,2583,4,,
153,11:18:00,11:18:00,63,5,,
153,11:20:00,11:20:00,2586,6,,
153,11:22:00,11:22:00,2589,7,,
153,11:23:00,11:23:00,2591,8,,
153,11:24:00,11:24:00,2588,9,,
153,11:30:00,11:30:00,2593,10,,
153,11:32:00,11:32:00,2595,11,,
153,11:34:00,11:34:00,2598,12,,
153,11:36:00,11:36:00,2601,13,,
153,11:37:00,11:37:00,2604,14,,
153,11:38:00,11:38:00,2664,15,,
153,11:40:00,11:40:00,708,16,,
154,11:20:00,11:20:00,2629,1,,
154,11:27:00,11:27:00,250,2,,
154,11:28:00,11:28:00,333,3,,
154,11:31:00,11:31:00,299,4,,
154,11:31:00,11:31:00,300,5,,
154,11:32:00,11:32:00,301,6,,
154,11:32:00,11:32:00,245,7,,
154,11:33:00,11:33:00,302,8,,
154,11:33:00,11:33:00,303,9,,
154,11:35:00,11:35:00,304,10,,
154,11:35:00,11:35:00,842,11,,
154,11:36:00,11:36:00,838,12,,
154,11:37:00,11:37:00,846,13,,
154,11:38:00,11:38:00,836,14,,
154,11:38:00,11:38:00,841,15,,
154,11:39:00,11:39:00,786,16,,
154,11:40:00,11:40:00,774,17,,
154,11:43:00,11:43:00,89,18,,
154,11:44:00,11:44:00,315,19,,
154,11:45:00,11:45:00,72,20,,
154,11:45:00,11:45:00,769,21,,
154,11:46:00,11:46:00,781,22,,
154,11:48:00,11:48:00,776,23,,
154,11:51:00,11:51:00,586,24,,
154,11:52:00,11:52:00,599,25,,
154,11:55:00,11:55:00,130,26,,
155,11:21:00,11:21:00,55,1,,
155,11:21:00,11:21:00,193,2,,
155,11:24:00,11:24:00,194,3,,
155,11:24:00,11:24:00,195,4,,
155,11:25:00,11:25:00,675,5,,
155,11:26:00,11:26:00,197,6,,
155,11:27:00,11:27:00,198,7,,
155,11:29:00,11:29:00,1247,8,,
155,11:30:00,11:30:00,2620,9,,
155,11:30:00,11:30:00,252,10,,
155,11:32:00,11:32:00,251,11,,
155,11:34:00,11:34:00,235,12,,
155,11:34:00,11:34:00,249,13,,
