centroid_id,centroid_lon,centroid_lat,distance,stop_id,departure_time,walking_time
15,-1.17697233705661,45.70501640869597,739.178,596,'08:30:00',887.014
16,-1.17697233705661,45.69587060716121,551.225,597,'08:30:00',661.47
16,-1.17697233705661,45.69587060716121,549.816,596,'08:30:00',659.779
16,-1.17697233705661,45.69587060716121,653.46,130,'08:30:00',784.152
16,-1.17697233705661,45.69587060716121,678.693,153,'08:30:00',814.432
17,-1.17697233705661,45.68672480562645,363.589,130,'08:30:00',436.307
17,-1.17697233705661,45.68672480562645,338.404,153,'08:30:00',406.085
17,-1.17697233705661,45.68672480562645,825.951,598,'08:30:00',991.141
17,-1.17697233705661,45.68672480562645,896.441,599,'08:30:00',1075.729
18,-1.17697233705661,45.6775790040917,1198.517,598,'08:30:00',1438.22
19,-1.17697233705661,45.66843320255693,1966.866,585,'08:30:00',2360.239
20,-1.17697233705661,45.65928740102219,2839.576,585,'08:30:00',3407.491
21,-1.17697233705661,45.65014159948743,3393.585,777,'08:30:00',4072.302
22,-1.17697233705661,45.64099579795268,4025.794,777,'08:30:00',4830.953
23,-1.17697233705661,45.63184999641791,4792.094,777,'08:30:00',5750.513
24,-1.17697233705661,45.62270419488316,5409.032,781,'08:30:00',6490.838
25,-1.17697233705661,45.613558393348406,6077.023,781,'08:30:00',7292.428
40,-1.1640647043452097,45.84220343171732,759.857,2635,'08:30:00',911.828
41,-1.1640647043452097,45.833057630182566,1626.081,2635,'08:30:00',1951.297
42,-1.1640647043452097,45.82391182864781,2603.38,2635,'08:30:00',3124.056
43,-1.1640647043452097,45.81476602711305,2117.23,568,'08:30:00',2540.676
44,-1.1640647043452097,45.8056202255783,1103.484,568,'08:30:00',1324.181
45,-1.1640647043452097,45.79647442404353,139.199,568,'08:30:00',167.039
45,-1.1640647043452097,45.79647442404353,946.162,567,'08:30:00',1135.394
45,-1.1640647043452097,45.79647442404353,847.175,566,'08:30:00',1016.61
46,-1.1640647043452097,45.78732862250879,942.204,568,'08:30:00',1130.645
46,-1.1640647043452097,45.78732862250879,440.277,567,'08:30:00',528.332
46,-1.1640647043452097,45.78732862250879,444.316,566,'08:30:00',533.179
46,-1.1640647043452097,45.78732862250879,822.526,565,'08:30:00',987.031
46,-1.1640647043452097,45.78732862250879,840.871,564,'08:30:00',1009.045
47,-1.1640647043452097,45.77818282097402,794.382,565,'08:30:00',953.258
47,-1.1640647043452097,45.77818282097402,769.029,564,'08:30:00',922.835
48,-1.1640647043452097,45.76903701943926,1043.499,2661,'08:30:00',1252.199
49,-1.1640647043452097,45.75989121790451,1275.498,155,'08:30:00',1530.598
50,-1.1640647043452097,45.75074541636975,810.197,155,'08:30:00',972.236
50,-1.1640647043452097,45.75074541636975,811.455,17,'08:30:00',973.746
51,-1.1640647043452097,45.741599614835,1316.118,17,'08:30:00',1579.342
52,-1.1640647043452097,45.73245381330023,968.453,154,'08:30:00',1162.144
52,-1.1640647043452097,45.73245381330023,975.831,42,'08:30:00',1170.997
53,-1.1640647043452097,45.72330801176548,650.538,589,'08:30:00',780.646
53,-1.1640647043452097,45.72330801176548,655.646,588,'08:30:00',786.775
53,-1.1640647043452097,45.72330801176548,866.451,591,'08:30:00',1039.741
53,-1.1640647043452097,45.72330801176548,835.313,590,'08:30:00',1002.376
53,-1.1640647043452097,45.72330801176548,856.329,592,'08:30:00',1027.595
53,-1.1640647043452097,45.72330801176548,905.173,593,'08:30:00',1086.208
54,-1.1640647043452097,45.71416221023072,943.086,589,'08:30:00',1131.703
54,-1.1640647043452097,45.71416221023072,905.366,588,'08:30:00',1086.439
54,-1.1640647043452097,45.71416221023072,569.882,600,'08:30:00',683.858
54,-1.1640647043452097,45.71416221023072,573.104,601,'08:30:00',687.725
54,-1.1640647043452097,45.71416221023072,926.586,602,'08:30:00',1111.903
54,-1.1640647043452097,45.71416221023072,939.155,603,'08:30:00',1126.986
54,-1.1640647043452097,45.71416221023072,362.155,582,'08:30:00',434.586
54,-1.1640647043452097,45.71416221023072,353.734,581,'08:30:00',424.481
54,-1.1640647043452097,45.71416221023072,173.691,592,'08:30:00',208.429
54,-1.1640647043452097,45.71416221023072,116.974,593,'08:30:00',140.369
55,-1.1640647043452097,45.70501640869597,446.799,600,'08:30:00',536.159
55,-1.1640647043452097,45.70501640869597,443.451,601,'08:30:00',532.141
55,-1.1640647043452097,45.70501640869597,878.726,597,'08:30:00',1054.471
55,-1.1640647043452097,45.70501640869597,879.832,596,'08:30:00',1055.798
56,-1.1640647043452097,45.69587060716121,717.124,597,'08:30:00',860.549
56,-1.1640647043452097,45.69587060716121,728.049,596,'08:30:00',873.659
57,-1.1640647043452097,45.68672480562645,498.507,586,'08:30:00',598.208
57,-1.1640647043452097,45.68672480562645,517.819,585,'08:30:00',621.383
57,-1.1640647043452097,45.68672480562645,235.274,598,'08:30:00',282.329
57,-1.1640647043452097,45.68672480562645,216.963,599,'08:30:00',260.356
58,-1.1640647043452097,45.6775790040917,589.114,586,'08:30:00',706.937
58,-1.1640647043452097,45.6775790040917,573.913,585,'08:30:00',688.696
58,-1.1640647043452097,45.6775790040917,899.722,598,'08:30:00',1079.666
58,-1.1640647043452097,45.6775790040917,849.765,599,'08:30:00',1019.718
59,-1.1640647043452097,45.66843320255693,1567.546,585,'08:30:00',1881.055
60,-1.1640647043452097,45.65928740102219,2027.565,776,'08:30:00',2433.078
61,-1.1640647043452097,45.65014159948743,2595.77,777,'08:30:00',3114.924
62,-1.1640647043452097,45.64099579795268,3380.509,777,'08:30:00',4056.611
63,-1.1640647043452097,45.63184999641791,3998.071,781,'08:30:00',4797.685
64,-1.1640647043452097,45.62270419488316,4646.437,781,'08:30:00',5575.724
65,-1.1640647043452097,45.613558393348406,5409.317,781,'08:30:00',6491.18
66,-1.1640647043452097,45.604412591813634,6244.884,781,'08:30:00',7493.861
80,-1.15115707163381,45.84220343171732,670.842,2635,'08:30:00',805.01
81,-1.15115707163381,45.833057630182566,1586.431,2635,'08:30:00',1903.717
82,-1.15115707163381,45.82391182864781,2578.797,2635,'08:30:00',3094.556
83,-1.15115707163381,45.81476602711305,2294.01,568,'08:30:00',2752.812
84,-1.15115707163381,45.8056202255783,1413.373,568,'08:30:00',1696.048
85,-1.15115707163381,45.79647442404353,894.12,568,'08:30:00',1072.944
85,-1.15115707163381,45.79647442404353,995.449,566,'08:30:00',1194.539
86,-1.15115707163381,45.78732862250879,616.792,567,'08:30:00',740.15
86,-1.15115707163381,45.78732862250879,686.058,566,'08:30:00',823.27
86,-1.15115707163381,45.78732862250879,649.978,565,'08:30:00',779.974
86,-1.15115707163381,45.78732862250879,681.689,564,'08:30:00',818.027
87,-1.15115707163381,45.77818282097402,446.858,560,'08:30:00',536.23
87,-1.15115707163381,45.77818282097402,431.544,559,'08:30:00',517.853
87,-1.15115707163381,45.77818282097402,613.941,565,'08:30:00',736.729
87,-1.15115707163381,45.77818282097402,590.764,564,'08:30:00',708.917
87,-1.15115707163381,45.77818282097402,408.573,558,'08:30:00',490.288
87,-1.15115707163381,45.77818282097402,871.577,157,'08:30:00',1045.892
88,-1.15115707163381,45.76903701943926,865.648,560,'08:30:00',1038.778
88,-1.15115707163381,45.76903701943926,885.434,559,'08:30:00',1062.521
88,-1.15115707163381,45.76903701943926,157.025,2660,'08:30:00',188.43
88,-1.15115707163381,45.76903701943926,151.638,2661,'08:30:00',181.966
88,-1.15115707163381,45.76903701943926,531.673,157,'08:30:00',638.008
88,-1.15115707163381,45.76903701943926,700.833,139,'08:30:00',841.0
88,-1.15115707163381,45.76903701943926,720.381,158,'08:30:00',864.457
89,-1.15115707163381,45.75989121790451,761.023,563,'08:30:00',913.228
89,-1.15115707163381,45.75989121790451,748.762,562,'08:30:00',898.514
89,-1.15115707163381,45.75989121790451,864.917,2660,'08:30:00',1037.9
89,-1.15115707163381,45.75989121790451,868.124,2661,'08:30:00',1041.749
90,-1.15115707163381,45.75074541636975,850.349,407,'08:30:00',1020.419
90,-1.15115707163381,45.75074541636975,849.736,408,'08:30:00',1019.683
90,-1.15115707163381,45.75074541636975,197.166,155,'08:30:00',236.599
90,-1.15115707163381,45.75074541636975,194.147,17,'08:30:00',232.976
91,-1.15115707163381,45.741599614835,818.494,407,'08:30:00',982.193
91,-1.15115707163381,45.741599614835,828.932,408,'08:30:00',994.718
92,-1.15115707163381,45.73245381330023,1116.846,594,'08:30:00',1340.215
93,-1.15115707163381,45.72330801176548,810.067,602,'08:30:00',972.08
93,-1.15115707163381,45.72330801176548,793.708,603,'08:30:00',952.45
93,-1.15115707163381,45.72330801176548,577.154,595,'08:30:00',692.585
93,-1.15115707163381,45.72330801176548,570.498,594,'08:30:00',684.598
93,-1.15115707163381,45.72330801176548,803.722,151,'08:30:00',964.466
93,-1.15115707163381,45.72330801176548,815.324,156,'08:30:00',978.389
94,-1.15115707163381,45.71416221023072,236.744,602,'08:30:00',284.093
94,-1.15115707163381,45.71416221023072,246.995,603,'08:30:00',296.394
94,-1.15115707163381,45.71416221023072,647.982,582,'08:30:00',777.578
94,-1.15115707163381,45.71416221023072,654.508,581,'08:30:00',785.41
94,-1.15115707163381,45.71416221023072,509.26,151,'08:30:00',611.112
94,-1.15115707163381,45.71416221023072,502.815,156,'08:30:00',603.378
95,-1.15115707163381,45.70501640869597,1102.651,601,'08:30:00',1323.181
96,-1.15115707163381,45.69587060716121,1644.384,599,'08:30:00',1973.261
97,-1.15115707163381,45.68672480562645,933.925,586,'08:30:00',1120.71
97,-1.15115707163381,45.68672480562645,937.78,585,'08:30:00',1125.336
98,-1.15115707163381,45.6775790040917,985.324,586,'08:30:00',1182.389
98,-1.15115707163381,45.6775790040917,969.933,585,'08:30:00',1163.92
99,-1.15115707163381,45.66843320255693,884.777,776,'08:30:00',1061.732
99,-1.15115707163381,45.66843320255693,897.034,777,'08:30:00',1076.441
100,-1.15115707163381,45.65928740102219,1166.581,777,'08:30:00',1399.897
101,-1.15115707163381,45.65014159948743,1995.927,777,'08:30:00',2395.112
102,-1.15115707163381,45.64099579795268,2608.735,781,'08:30:00',3130.482
103,-1.15115707163381,45.63184999641791,3216.028,781,'08:30:00',3859.234
104,-1.15115707163381,45.62270419488316,3993.334,781,'08:30:00',4792.001
105,-1.15115707163381,45.613558393348406,4859.747,781,'08:30:00',5831.696
106,-1.15115707163381,45.604412591813634,5751.513,768,'08:30:00',6901.816
120,-1.1382494389224096,45.84220343171732,1527.531,2635,'08:30:00',1833.037
121,-1.1382494389224096,45.833057630182566,2097.712,2635,'08:30:00',2517.254
122,-1.1382494389224096,45.82391182864781,2332.591,607,'08:30:00',2799.109
123,-1.1382494389224096,45.81476602711305,2409.841,607,'08:30:00',2891.809
124,-1.1382494389224096,45.8056202255783,2188.927,568,'08:30:00',2626.712
125,-1.1382494389224096,45.79647442404353,1810.667,566,'08:30:00',2172.8
126,-1.1382494389224096,45.78732862250879,1205.908,558,'08:30:00',1447.09
127,-1.1382494389224096,45.77818282097402,669.326,560,'08:30:00',803.191
127,-1.1382494389224096,45.77818282097402,664.747,559,'08:30:00',797.696
127,-1.1382494389224096,45.77818282097402,597.338,558,'08:30:00',716.806
127,-1.1382494389224096,45.77818282097402,923.201,157,'08:30:00',1107.841
128,-1.1382494389224096,45.76903701943926,998.851,560,'08:30:00',1198.621
128,-1.1382494389224096,45.76903701943926,871.586,563,'08:30:00',1045.903
128,-1.1382494389224096,45.76903701943926,886.914,562,'08:30:00',1064.297
128,-1.1382494389224096,45.76903701943926,978.28,2660,'08:30:00',1173.936
128,-1.1382494389224096,45.76903701943926,986.538,2661,'08:30:00',1183.846
128,-1.1382494389224096,45.76903701943926,612.655,157,'08:30:00',735.186
128,-1.1382494389224096,45.76903701943926,304.635,139,'08:30:00',365.562
128,-1.1382494389224096,45.76903701943926,286.491,158,'08:30:00',343.789
129,-1.1382494389224096,45.75989121790451,779.998,403,'08:30:00',935.998
129,-1.1382494389224096,45.75989121790451,751.474,404,'08:30:00',901.769
129,-1.1382494389224096,45.75989121790451,325.263,563,'08:30:00',390.316
129,-1.1382494389224096,45.75989121790451,325.881,562,'08:30:00',391.057
130,-1.1382494389224096,45.75074541636975,635.034,407,'08:30:00',762.041
130,-1.1382494389224096,45.75074541636975,624.045,408,'08:30:00',748.854
130,-1.1382494389224096,45.75074541636975,635.214,410,'08:30:00',762.257
130,-1.1382494389224096,45.75074541636975,637.282,409,'08:30:00',764.738
130,-1.1382494389224096,45.75074541636975,439.493,412,'08:30:00',527.392
130,-1.1382494389224096,45.75074541636975,436.883,411,'08:30:00',524.26
130,-1.1382494389224096,45.75074541636975,825.276,2608,'08:30:00',990.331
130,-1.1382494389224096,45.75074541636975,811.562,2609,'08:30:00',973.874
130,-1.1382494389224096,45.75074541636975,236.528,403,'08:30:00',283.834
130,-1.1382494389224096,45.75074541636975,265.091,404,'08:30:00',318.109
130,-1.1382494389224096,45.75074541636975,733.637,405,'08:30:00',880.364
130,-1.1382494389224096,45.75074541636975,768.056,406,'08:30:00',921.667
131,-1.1382494389224096,45.741599614835,735.41,2637,'08:30:00',882.492
131,-1.1382494389224096,45.741599614835,744.288,2638,'08:30:00',893.146
131,-1.1382494389224096,45.741599614835,591.654,407,'08:30:00',709.985
131,-1.1382494389224096,45.741599614835,595.361,408,'08:30:00',714.433
131,-1.1382494389224096,45.741599614835,385.483,410,'08:30:00',462.58
131,-1.1382494389224096,45.741599614835,385.193,409,'08:30:00',462.232
131,-1.1382494389224096,45.741599614835,841.526,412,'08:30:00',1009.831
131,-1.1382494389224096,45.741599614835,834.607,411,'08:30:00',1001.528
131,-1.1382494389224096,45.741599614835,701.964,405,'08:30:00',842.357
131,-1.1382494389224096,45.741599614835,707.27,406,'08:30:00',848.724
131,-1.1382494389224096,45.741599614835,474.748,159,'08:30:00',569.698
131,-1.1382494389224096,45.741599614835,485.788,18,'08:30:00',582.946
132,-1.1382494389224096,45.73245381330023,1012.527,2637,'08:30:00',1215.032
133,-1.1382494389224096,45.72330801176548,992.008,583,'08:30:00',1190.41
133,-1.1382494389224096,45.72330801176548,433.255,595,'08:30:00',519.906
133,-1.1382494389224096,45.72330801176548,440.395,594,'08:30:00',528.474
133,-1.1382494389224096,45.72330801176548,925.492,151,'08:30:00',1110.59
133,-1.1382494389224096,45.72330801176548,933.912,156,'08:30:00',1120.694
134,-1.1382494389224096,45.71416221023072,133.55,584,'08:30:00',160.26
134,-1.1382494389224096,45.71416221023072,118.457,583,'08:30:00',142.148
134,-1.1382494389224096,45.71416221023072,685.526,151,'08:30:00',822.631
134,-1.1382494389224096,45.71416221023072,678.45,156,'08:30:00',814.14
135,-1.1382494389224096,45.70501640869597,1037.551,584,'08:30:00',1245.061
136,-1.1382494389224096,45.69587060716121,2049.827,584,'08:30:00',2459.792
137,-1.1382494389224096,45.68672480562645,1874.28,585,'08:30:00',2249.136
138,-1.1382494389224096,45.6775790040917,1243.066,776,'08:30:00',1491.679
139,-1.1382494389224096,45.66843320255693,263.378,776,'08:30:00',316.054
139,-1.1382494389224096,45.66843320255693,273.322,777,'08:30:00',327.986
140,-1.1382494389224096,45.65928740102219,812.467,776,'08:30:00',974.96
140,-1.1382494389224096,45.65928740102219,794.247,777,'08:30:00',953.096
141,-1.1382494389224096,45.65014159948743,1306.969,780,'08:30:00',1568.363
142,-1.1382494389224096,45.64099579795268,1785.95,781,'08:30:00',2143.14
143,-1.1382494389224096,45.63184999641791,2593.524,781,'08:30:00',3112.229
144,-1.1382494389224096,45.62270419488316,3511.362,781,'08:30:00',4213.634
145,-1.1382494389224096,45.613558393348406,4355.45,768,'08:30:00',5226.54
146,-1.1382494389224096,45.604412591813634,5259.122,768,'08:30:00',6310.946
147,-1.1382494389224096,45.59526679027889,6197.847,768,'08:30:00',7437.416
160,-1.1253418062110097,45.84220343171732,2495.466,2635,'08:30:00',2994.559
161,-1.1253418062110097,45.833057630182566,1874.891,607,'08:30:00',2249.869
162,-1.1253418062110097,45.82391182864781,1346.954,607,'08:30:00',1616.345
163,-1.1253418062110097,45.81476602711305,1476.498,607,'08:30:00',1771.798
164,-1.1253418062110097,45.8056202255783,2147.671,607,'08:30:00',2577.205
165,-1.1253418062110097,45.79647442404353,2612.07,558,'08:30:00',3134.484
166,-1.1253418062110097,45.78732862250879,1912.903,558,'08:30:00',2295.484
167,-1.1253418062110097,45.77818282097402,1600.674,558,'08:30:00',1920.809
168,-1.1253418062110097,45.76903701943926,1288.925,158,'08:30:00',1546.71
169,-1.1253418062110097,45.75989121790451,394.337,415,'08:30:00',473.204
169,-1.1253418062110097,45.75989121790451,396.431,416,'08:30:00',475.717
169,-1.1253418062110097,45.75989121790451,924.011,2608,'08:30:00',1108.813
169,-1.1253418062110097,45.75989121790451,928.837,2609,'08:30:00',1114.604
170,-1.1253418062110097,45.75074541636975,385.316,2643,'08:30:00',462.379
170,-1.1253418062110097,45.75074541636975,382.896,2644,'08:30:00',459.475
170,-1.1253418062110097,45.75074541636975,694.846,412,'08:30:00',833.815
170,-1.1253418062110097,45.75074541636975,702.617,411,'08:30:00',843.14
170,-1.1253418062110097,45.75074541636975,628.008,415,'08:30:00',753.61
170,-1.1253418062110097,45.75074541636975,624.792,416,'08:30:00',749.75
170,-1.1253418062110097,45.75074541636975,217.435,2608,'08:30:00',260.922
170,-1.1253418062110097,45.75074541636975,228.197,2609,'08:30:00',273.836
170,-1.1253418062110097,45.75074541636975,727.592,405,'08:30:00',873.11
170,-1.1253418062110097,45.75074541636975,725.775,406,'08:30:00',870.93
170,-1.1253418062110097,45.75074541636975,982.385,1267,'08:30:00',1178.862
170,-1.1253418062110097,45.75074541636975,965.221,1266,'08:30:00',1158.265
171,-1.1253418062110097,45.741599614835,419.096,2637,'08:30:00',502.915
171,-1.1253418062110097,45.741599614835,406.601,2638,'08:30:00',487.921
171,-1.1253418062110097,45.741599614835,712.124,2643,'08:30:00',854.549
171,-1.1253418062110097,45.741599614835,718.337,2644,'08:30:00',862.004
171,-1.1253418062110097,45.741599614835,998.934,412,'08:30:00',1198.721
171,-1.1253418062110097,45.741599614835,999.711,411,'08:30:00',1199.653
171,-1.1253418062110097,45.741599614835,695.642,405,'08:30:00',834.77
171,-1.1253418062110097,45.741599614835,661.105,406,'08:30:00',793.326
171,-1.1253418062110097,45.741599614835,237.826,1267,'08:30:00',285.391
171,-1.1253418062110097,45.741599614835,236.272,1266,'08:30:00',283.526
171,-1.1253418062110097,45.741599614835,544.531,159,'08:30:00',653.437
171,-1.1253418062110097,45.741599614835,530.471,18,'08:30:00',636.565
172,-1.1253418062110097,45.73245381330023,812.383,2637,'08:30:00',974.86
172,-1.1253418062110097,45.73245381330023,812.985,2638,'08:30:00',975.582
173,-1.1253418062110097,45.72330801176548,1328.248,583,'08:30:00',1593.898
174,-1.1253418062110097,45.71416221023072,872.126,584,'08:30:00',1046.551
174,-1.1253418062110097,45.71416221023072,891.248,583,'08:30:00',1069.498
175,-1.1253418062110097,45.70501640869597,1054.145,532,'08:30:00',1264.974
176,-1.1253418062110097,45.69587060716121,1387.632,728,'08:30:00',1665.158
177,-1.1253418062110097,45.68672480562645,1070.066,728,'08:30:00',1284.079
178,-1.1253418062110097,45.6775790040917,1517.371,729,'08:30:00',1820.845
179,-1.1253418062110097,45.66843320255693,1169.691,777,'08:30:00',1403.629
180,-1.1253418062110097,45.65928740102219,851.688,781,'08:30:00',1022.026
180,-1.1253418062110097,45.65928740102219,817.757,780,'08:30:00',981.308
181,-1.1253418062110097,45.65014159948743,358.806,781,'08:30:00',430.567
181,-1.1253418062110097,45.65014159948743,371.436,780,'08:30:00',445.723
182,-1.1253418062110097,45.64099579795268,1264.388,781,'08:30:00',1517.266
183,-1.1253418062110097,45.63184999641791,2097.438,768,'08:30:00',2516.926
184,-1.1253418062110097,45.62270419488316,2992.332,768,'08:30:00',3590.798
185,-1.1253418062110097,45.613558393348406,3946.567,768,'08:30:00',4735.88
186,-1.1253418062110097,45.604412591813634,4925.775,768,'08:30:00',5910.93
187,-1.1253418062110097,45.59526679027889,5917.57,768,'08:30:00',7101.084
200,-1.1124341734996095,45.84220343171732,2380.956,607,'08:30:00',2857.147
201,-1.1124341734996095,45.833057630182566,1378.786,607,'08:30:00',1654.543
202,-1.1124341734996095,45.82391182864781,447.051,607,'08:30:00',536.461
203,-1.1124341734996095,45.81476602711305,751.899,607,'08:30:00',902.279
204,-1.1124341734996095,45.8056202255783,1731.338,607,'08:30:00',2077.606
205,-1.1124341734996095,45.79647442404353,2737.953,607,'08:30:00',3285.544
206,-1.1124341734996095,45.78732862250879,2807.012,558,'08:30:00',3368.414
207,-1.1124341734996095,45.77818282097402,2515.238,139,'08:30:00',3018.286
208,-1.1124341734996095,45.76903701943926,1759.152,416,'08:30:00',2110.982
209,-1.1124341734996095,45.75989121790451,1123.1,416,'08:30:00',1347.72
210,-1.1124341734996095,45.75074541636975,867.039,399,'08:30:00',1040.447
210,-1.1124341734996095,45.75074541636975,882.218,400,'08:30:00',1058.662
210,-1.1124341734996095,45.75074541636975,874.015,2643,'08:30:00',1048.818
210,-1.1124341734996095,45.75074541636975,868.223,2644,'08:30:00',1041.868
211,-1.1124341734996095,45.741599614835,329.22,399,'08:30:00',395.064
211,-1.1124341734996095,45.741599614835,334.054,400,'08:30:00',400.865
211,-1.1124341734996095,45.741599614835,518.18,413,'08:30:00',621.816
211,-1.1124341734996095,45.741599614835,528.586,414,'08:30:00',634.303
211,-1.1124341734996095,45.741599614835,777.167,1267,'08:30:00',932.6
211,-1.1124341734996095,45.741599614835,785.123,1266,'08:30:00',942.148
212,-1.1124341734996095,45.73245381330023,626.948,413,'08:30:00',752.338
212,-1.1124341734996095,45.73245381330023,635.867,414,'08:30:00',763.04
212,-1.1124341734996095,45.73245381330023,883.188,163,'08:30:00',1059.826
212,-1.1124341734996095,45.73245381330023,918.384,165,'08:30:00',1102.061
213,-1.1124341734996095,45.72330801176548,901.426,161,'08:30:00',1081.711
213,-1.1124341734996095,45.72330801176548,894.685,97,'08:30:00',1073.622
213,-1.1124341734996095,45.72330801176548,715.346,534,'08:30:00',858.415
213,-1.1124341734996095,45.72330801176548,680.225,35,'08:30:00',816.27
214,-1.1124341734996095,45.71416221023072,509.773,532,'08:30:00',611.728
214,-1.1124341734996095,45.71416221023072,499.598,531,'08:30:00',599.518
214,-1.1124341734996095,45.71416221023072,413.912,161,'08:30:00',496.694
214,-1.1124341734996095,45.71416221023072,418.58,97,'08:30:00',502.296
215,-1.1124341734996095,45.70501640869597,520.758,532,'08:30:00',624.91
215,-1.1124341734996095,45.70501640869597,532.321,531,'08:30:00',638.785
216,-1.1124341734996095,45.69587060716121,894.089,728,'08:30:00',1072.907
216,-1.1124341734996095,45.69587060716121,995.135,729,'08:30:00',1194.162
217,-1.1124341734996095,45.68672480562645,549.601,739,'08:30:00',659.521
217,-1.1124341734996095,45.68672480562645,614.691,740,'08:30:00',737.629
217,-1.1124341734996095,45.68672480562645,136.856,728,'08:30:00',164.227
217,-1.1124341734996095,45.68672480562645,100.312,729,'08:30:00',120.374
218,-1.1124341734996095,45.6775790040917,771.626,739,'08:30:00',925.951
218,-1.1124341734996095,45.6775790040917,756.456,740,'08:30:00',907.747
218,-1.1124341734996095,45.6775790040917,992.858,736,'08:30:00',1191.43
219,-1.1124341734996095,45.66843320255693,1436.046,735,'08:30:00',1723.255
220,-1.1124341734996095,45.65928740102219,1034.136,70,'08:30:00',1240.963
221,-1.1124341734996095,45.65014159948743,355.035,769,'08:30:00',426.042
221,-1.1124341734996095,45.65014159948743,348.881,768,'08:30:00',418.657
221,-1.1124341734996095,45.65014159948743,750.113,781,'08:30:00',900.136
221,-1.1124341734996095,45.65014159948743,769.649,780,'08:30:00',923.579
221,-1.1124341734996095,45.65014159948743,847.542,70,'08:30:00',1017.05
221,-1.1124341734996095,45.65014159948743,842.98,785,'08:30:00',1011.576
221,-1.1124341734996095,45.65014159948743,649.378,795,'08:30:00',779.254
221,-1.1124341734996095,45.65014159948743,624.644,72,'08:30:00',749.573
222,-1.1124341734996095,45.64099579795268,744.725,769,'08:30:00',893.67
222,-1.1124341734996095,45.64099579795268,737.016,768,'08:30:00',884.419
222,-1.1124341734996095,45.64099579795268,851.412,795,'08:30:00',1021.694
222,-1.1124341734996095,45.64099579795268,851.714,72,'08:30:00',1022.057
223,-1.1124341734996095,45.63184999641791,1741.041,768,'08:30:00',2089.249
224,-1.1124341734996095,45.62270419488316,2744.264,795,'08:30:00',3293.117
225,-1.1124341734996095,45.613558393348406,3726.632,775,'08:30:00',4471.958
226,-1.1124341734996095,45.604412591813634,4599.356,775,'08:30:00',5519.227
227,-1.1124341734996095,45.59526679027889,5521.493,775,'08:30:00',6625.792
228,-1.1124341734996095,45.58612098874412,6345.075,837,'08:30:00',7614.09
240,-1.0995265407882098,45.84220343171732,2463.058,607,'08:30:00',2955.67
241,-1.0995265407882098,45.833057630182566,1516.186,607,'08:30:00',1819.423
242,-1.0995265407882098,45.82391182864781,773.103,607,'08:30:00',927.724
243,-1.0995265407882098,45.81476602711305,981.453,607,'08:30:00',1177.744
244,-1.0995265407882098,45.8056202255783,1842.687,607,'08:30:00',2211.224
245,-1.0995265407882098,45.79647442404353,2809.7,607,'08:30:00',3371.64
246,-1.0995265407882098,45.78732862250879,3756.935,558,'08:30:00',4508.322
247,-1.0995265407882098,45.77818282097402,3180.347,416,'08:30:00',3816.416
248,-1.0995265407882098,45.76903701943926,2493.03,416,'08:30:00',2991.636
249,-1.0995265407882098,45.75989121790451,1983.195,399,'08:30:00',2379.834
