trip_id,arrival_time,departure_time,stop_id,stop_sequence,route_id
1005,12:46:00,12:46:00,1006,7,1001
1005,12:48:00,12:48:00,1007,8,1001
1005,12:50:00,12:50:00,1008,9,1001
1005,12:53:00,12:53:00,1009,10,1001
2005,12:00:00,12:30:00,2004,1,1002
2005,12:02:00,12:02:00,2003,2,1002
2005,12:05:00,12:05:00,2002,3,1002
2005,12:08:00,12:08:00,2001,4,1002
2005,12:10:00,12:10:00,2000,5,1002
2005,12:11:00,12:11:00,2005,6,1002
2005,12:13:00,12:13:00,2006,7,1002
2005,12:15:00,12:15:00,2007,8,1002
2005,12:19:00,12:19:00,2008,9,1002
2005,12:22:00,12:22:00,2009,10,1002
1006,13:30:00,13:30:00,1000,1,1001
1006,13:33:00,13:33:00,1001,2,1001
1006,13:36:00,13:36:00,1002,3,1001
1006,13:38:00,13:38:00,1003,4,1001
1006,13:40:00,13:40:00,1004,5,1001
1006,13:43:00,13:43:00,1005,6,1001
1006,13:46:00,13:46:00,1006,7,1001
1006,13:48:00,13:48:00,1007,8,1001
1006,13:50:00,13:50:00,1008,9,1001
1006,13:53:00,13:53:00,1009,10,1001
2006,13:00:00,13:30:00,2004,1,1002
2006,13:02:00,13:02:00,2003,2,1002
2006,13:05:00,13:05:00,2002,3,1002
2006,13:08:00,13:08:00,2001,4,1002
2006,13:10:00,13:10:00,2000,5,1002
2006,13:11:00,13:11:00,2005,6,1002
2006,13:13:00,13:13:00,2006,7,1002
2006,13:15:00,13:15:00,2007,8,1002
2006,13:19:00,13:19:00,2008,9,1002
2006,13:22:00,13:22:00,2009,10,1002
1007,14:30:00,14:30:00,1000,1,1001
1007,14:33:00,14:33:00,1001,2,1001
1007,14:36:00,14:36:00,1002,3,1001
1007,14:38:00,14:38:00,1003,4,1001
1007,14:40:00,14:40:00,1004,5,1001
1007,14:43:00,14:43:00,1005,6,1001
1007,14:46:00,14:46:00,1006,7,1001
1007,14:48:00,14:48:00,1007,8,1001
1007,14:50:00,14:50:00,1008,9,1001
1007,14:53:00,14:53:00,1009,10,1001
2007,14:00:00,14:30:00,2004,1,1002
2007,14:02:00,14:02:00,2003,2,1002
2007,14:05:00,14:05:00,2002,3,1002
2007,14:08:00,14:08:00,2001,4,1002
2007,14:10:00,14:10:00,2000,5,1002
2007,14:11:00,14:11:00,2005,6,1002
2007,14:13:00,14:13:00,2006,7,1002
2007,14:15:00,14:15:00,2007,8,1002
2007,14:19:00,14:19:00,2008,9,1002
2007,14:22:00,14:22:00,2009,10,1002
1008,15:30:00,15:30:00,1000,1,1001
1008,15:33:00,15:33:00,1001,2,1001
1008,15:36:00,15:36:00,1002,3,1001
1008,15:38:00,15:38:00,1003,4,1001
1008,15:40:00,15:40:00,1004,5,1001
1008,15:43:00,15:43:00,1005,6,1001
1008,15:46:00,15:46:00,1006,7,1001
1008,15:48:00,15:48:00,1007,8,1001
1008,15:50:00,15:50:00,1008,9,1001
1008,15:53:00,15:53:00,1009,10,1001
2008,15:00:00,15:30:00,2004,1,1002
2008,15:02:00,15:02:00,2003,2,1002
2008,15:05:00,15:05:00,2002,3,1002
2008,15:08:00,15:08:00,2001,4,1002
2008,15:10:00,15:10:00,2000,5,1002
2008,15:11:00,15:11:00,2005,6,1002
2008,15:13:00,15:13:00,2006,7,1002
2008,15:15:00,15:15:00,2007,8,1002
2008,15:19:00,15:19:00,2008,9,1002
2008,15:22:00,15:22:00,2009,10,1002
1009,16:30:00,16:30:00,1000,1,1001
1009,16:33:00,16:33:00,1001,2,1001
1009,16:36:00,16:36:00,1002,3,1001
1009,16:38:00,16:38:00,1003,4,1001
1009,16:40:00,16:40:00,1004,5,1001
1009,16:43:00,16:43:00,1005,6,1001
1009,16:46:00,16:46:00,1006,7,1001
1009,16:48:00,16:48:00,1007,8,1001
1009,16:50:00,16:50:00,1008,9,1001
1009,16:53:00,16:53:00,1009,10,1001
2009,16:00:00,16:30:00,2004,1,1002
2009,16:02:00,16:02:00,2003,2,1002
2009,16:05:00,16:05:00,2002,3,1002
2009,16:08:00,16:08:00,2001,4,1002
2009,16:10:00,16:10:00,2000,5,1002
2009,16:11:00,16:11:00,2005,6,1002
2009,16:13:00,16:13:00,2006,7,1002
2009,16:15:00,16:15:00,2007,8,1002
2009,16:19:00,16:19:00,2008,9,1002
2009,16:22:00,16:22:00,2009,10,1002
1010,17:30:00,17:30:00,1000,1,1001
1010,17:33:00,17:33:00,1001,2,1001
1010,17:36:00,17:36:00,1002,3,1001
1010,17:38:00,17:38:00,1003,4,1001
1010,17:40:00,17:40:00,1004,5,1001
1010,17:43:00,17:43:00,1005,6,1001
1010,17:46:00,17:46:00,1006,7,1001
1010,17:48:00,17:48:00,1007,8,1001
1010,17:50:00,17:50:00,1008,9,1001
1010,17:53:00,17:53:00,1009,10,1001
2010,17:00:00,17:30:00,2004,1,1002
2010,17:02:00,17:02:00,2003,2,1002
2010,17:05:00,17:05:00,2002,3,1002
2010,17:08:00,17:08:00,2001,4,1002
2010,17:10:00,17:10:00,2000,5,1002
2010,17:11:00,17:11:00,2005,6,1002
2010,17:13:00,17:13:00,2006,7,1002
2010,17:15:00,17:15:00,2007,8,1002
2010,17:19:00,17:19:00,2008,9,1002
2010,17:22:00,17:22:00,2009,10,1002
1011,18:30:00,18:30:00,1000,1,1001
1011,18:33:00,18:33:00,1001,2,1001
1011,18:36:00,18:36:00,1002,3,1001
1011,18:38:00,18:38:00,1003,4,1001
1011,18:40:00,18:40:00,1004,5,1001
1011,18:43:00,18:43:00,1005,6,1001
1011,18:46:00,18:46:00,1006,7,1001
1011,18:48:00,18:48:00,1007,8,1001
1011,18:50:00,18:50:00,1008,9,1001
1011,18:53:00,18:53:00,1009,10,1001
2011,18:00:00,18:30:00,2004,1,1002
2011,18:02:00,18:02:00,2003,2,1002
2011,18:05:00,18:05:00,2002,3,1002
2011,18:08:00,18:08:00,2001,4,1002
2011,18:10:00,18:10:00,2000,5,1002
2011,18:11:00,18:11:00,2005,6,1002
2011,18:13:00,18:13:00,2006,7,1002
2011,18:15:00,18:15:00,2007,8,1002
2011,18:19:00,18:19:00,2008,9,1002
2011,18:22:00,18:22:00,2009,10,1002
